GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
FAM168A,-2.316995048,-0.722757468,-0.295664953,-0.168561122,0.440399196,-0.449255276,0.502988007
VPS29,-1.983127252,-0.417183921,-0.060395948,0.746310212,-0.318529776,0.358007848,0.305470643
FAM216A,-1.244929917,0.197029922,1.005600821,-0.295968671,-0.97634493,0.214768681,0.01947453
GPN3,-1.868165781,1.505620504,0.495550402,-0.240851383,-0.115092173,-0.446167353,-0.397992077
ARPC3,1.213369885,1.135365956,2.082730074,1.200550316,-0.016264627,-0.279694873,-0.460839479
ANAPC7,-0.481734902,1.706251431,0.383515643,0.487053839,0.45395443,0.909978314,-0.539903669
ATP2A2,2.590682221,1.368261823,0.288561791,0.896954972,1.764373835,-0.008658886,1.03128184
P2RX7,3.060586093,-0.755480861,-1.359108407,-0.692822002,-0.790707659,0.769296419,-0.384782868
IFT81,1.95950154,1.041331285,1.091197244,1.560950294,1.160833626,0.16713454,-0.117886513
P2RX4,2.345187082,-0.237719219,-1.889332512,0.993131162,-0.540687646,-0.369963635,-1.460469319
CAMKK2,1.231998063,-0.120766568,-1.044426015,1.267057562,-0.927957065,-0.80436042,-0.110751909
ANAPC5,-2.403227526,0.345810696,-1.07779759,-0.310196949,0.165209314,-0.465685247,-0.212524669
RNF34,-0.900060069,1.362901552,0.733968036,-0.295113134,0.781474981,0.019412783,0.759518374
KDM2B,-0.119268051,1.594241117,-1.581612489,1.408796406,0.49066922,-1.480337429,-0.139935234
NCOR2,-0.87114018,0.676218783,0.847419041,1.975881544,1.121979378,0.298840724,-0.140163733
DHX37,-1.51989761,0.717012044,0.452072142,1.075864457,-0.788827072,0.288193694,-0.131487465
AACS,1.506561915,-2.322841064,0.510081376,0.318404524,-1.587724571,-0.750164642,-0.349844623
ANXA3,3.008202843,-0.805083182,-0.387175753,0.78000323,1.131584707,1.263405923,-0.295493018
MRPL1,-1.506716199,0.294836696,1.069942515,-0.247313583,0.407856937,-0.36263189,0.138458761
SLC49A3,0.691352104,-1.24096918,-1.934541966,1.031134397,0.462672993,0.590281627,-1.154408751
PDE6B,-0.164893832,0.011645308,-0.168814016,-2.168142164,-0.138160818,0.515114901,-2.158872442
PXMP2,1.222738051,2.481892599,1.149585875,-1.223583545,0.327984078,-0.609512289,0.433944061
PGAM5,-1.628095479,0.355429002,1.022555568,-0.346029839,0.535631269,1.148156859,0.435741561
ANKLE2,-2.416026604,0.305298026,0.244547042,-0.403584176,0.046310173,-0.149083751,0.26696069
GOLGA3,-1.135802152,1.136365903,0.538824024,0.355918163,0.054034677,1.313551455,0.976871605
DDX51,-2.321206617,-0.38166206,0.258309961,-0.351927616,0.587898766,-0.723686566,0.118469473
EP400,-0.84505316,-0.190576319,0.538952841,0.64758671,0.20619043,1.390598917,-0.891538048
PUS1,-1.197362917,-0.99035797,1.703193596,0.116735522,-0.107185027,0.785983469,-0.539605859
GPC2,1.563456593,-1.35513685,1.524964396,0.447908244,0.739475421,-0.113873837,1.192243583
ULK1,-1.189592163,2.162826118,0.226692993,0.562026525,0.149452897,-0.559033672,-0.062019222
PRKAB1,-0.532184904,-2.372100606,0.127189437,-1.268522963,-0.304593918,0.482856126,-0.570676094
CIT,2.556884276,-0.023310832,-1.30806299,-0.531859179,-0.074925651,-2.17190976,0.049281405
RAB35,-1.984277025,0.637020413,-0.759987465,0.370956333,-0.619817561,0.072844233,-0.181972493
CHEK2,0.724621323,-1.086457297,-0.363525405,-0.280673511,-1.396647512,-0.225673777,2.112423767
SIRT4,0.975763684,-0.93804823,1.998545396,-1.988104727,-0.079613345,-1.15317343,-0.615642111
PXN,-1.928777662,0.858919024,-0.41499857,1.212905389,0.94045023,-0.37321019,0.30531221
ST7,-1.464081251,-0.452988141,1.036071861,0.579329365,1.302749683,-1.885902176,0.098091894
TRIAP1,-1.72085907,1.246867953,0.537462487,0.326875135,-0.382888745,-0.602909488,0.380247461
GATC,-2.439567634,0.722128171,-0.079824246,-0.09612798,0.294307424,-0.225199217,-0.195546856
SRSF9,0.616185706,-0.907393883,0.324013491,0.60240965,-0.030403183,1.056414598,-1.584128774
CABP1,2.57630057,-1.518188189,0.794280475,-1.669043255,0.662710715,-0.37580273,-1.384325381
ACADS,3.16679369,1.392966459,0.163884554,-0.185170525,0.685860215,0.948489981,-0.484515936
INTS1,-2.237385974,0.39051968,0.173402455,-0.012232263,-0.254520774,0.650798029,-0.172115294
SPPL3,-1.870501083,-0.848556698,-0.883408966,0.290105607,1.379877008,-0.984761406,0.096973166
PSMG3,-1.810626178,-0.769129389,0.97149809,0.139026252,0.040186241,0.045991793,0.664376733
TES,1.426948464,-0.547065961,-1.737600752,0.338890577,0.335754269,0.12712119,-1.296250103
TFEC,0.872970834,-1.852475055,0.313946962,-0.580500764,-0.52310801,-1.20518813,-1.550396889
MAD1L1,-1.597003346,0.180693166,-0.681609578,-0.805694129,1.367380433,-0.353248633,-0.977735759
MRM2,1.730755043,0.321224476,0.89397836,0.431291963,-1.28484262,0.09387462,-0.738604367
C12ORF43,-1.564165266,0.912711828,0.344268457,0.503485759,0.892135229,-0.158506575,0.084271423
SNX8,0.324045918,1.865960354,1.401274383,0.814614098,0.155790386,-0.107922635,-0.252951121
FOXP2,-0.77108455,0.970022679,0.359845751,-1.838718905,-0.639344566,-1.819792358,-0.602940966
TMEM168,-0.170386451,-1.719135604,0.454159469,-1.271534123,-1.503040036,0.454993566,0.253855809
LFNG,0.310315157,0.531819688,-1.183680264,1.825834803,1.287124519,-0.119886459,1.363600189
TMEM106B,-0.103440185,2.278771814,0.691300264,-1.001565618,-0.91866849,-0.580626036,0.375839356
MMAB,-1.537287083,1.864605938,0.489685327,0.026475201,-0.236639117,-0.796396443,0.282822165
RADIL,0.417167638,1.396231198,-2.411357125,0.936052924,0.613275157,0.078428273,-1.141997288
UBE3B,-1.963162846,1.323619012,-0.036460342,-0.161515184,0.023155451,-0.1552942,-0.014568777
WIPI2,-1.864844028,1.420823174,0.272799007,0.264941006,0.028206139,-0.817348021,-0.527474265
ACTB,0.668329395,1.318631951,-0.461577446,1.886372616,-0.991745722,1.018167608,0.347330541
FSCN1,2.963401894,0.826577634,-0.949966165,0.130625306,-0.835018777,0.822274421,-0.366442507
ZNF12,-1.798411253,0.118443947,0.151075392,-0.858297233,0.100548518,0.372873479,0.103399469
UNG,2.764743943,0.407670358,1.147295513,-1.759582039,0.114438786,0.001183077,-0.136200969
USP30,-0.426966108,1.906151843,0.028486,-0.99240752,-1.015762035,0.010172414,-0.931538903
RBM19,-2.1799678,-1.171346598,0.488873078,-0.287666121,-0.073474006,-0.607196889,0.06309135
PLBD2,1.658186326,2.292381124,1.248914884,-0.416819134,-0.749303064,-0.123128756,0.180833554
DDX54,-1.501674236,-0.409050595,0.970748522,0.609745236,0.333792253,0.541261131,-0.846598451
RITA1,0.335401785,0.815930414,-0.196733714,1.060266698,-1.066008902,-0.293747148,1.270244982
DTX1,1.617182922,-0.939540731,-0.658246323,-0.683159366,0.744101728,-1.810423731,-0.682962831
RPH3A,-0.190825047,-0.442319531,-1.873725019,-1.341678373,0.237450605,-2.473333509,-0.022448436
AIMP2,-1.047078147,0.941613684,-1.307232239,1.617288148,0.511419839,-0.221291507,1.14707669
EIF2AK1,-2.179073461,1.048085143,-0.066393524,0.092880818,-0.313139851,-0.487696974,-0.10475525
RPL6,-2.439406511,-0.362756829,0.230188935,0.448720562,0.406439095,-0.278788064,0.170363084
ERP29,-1.302739641,-0.140380275,-0.460483065,-0.031131245,-0.430871934,1.094559721,-0.352229257
ARPC1A,1.089162941,0.980847283,1.403217586,0.110582663,-1.086658292,0.781855551,0.231211901
ARPC1B,2.327705941,0.223078292,-1.436502111,1.444213479,-1.117354748,0.471398792,0.51851674
PDAP1,-2.106450607,1.413922743,-0.126364216,-0.265304315,0.34587655,-0.320052488,0.189271039
PTCD1,0.051648109,1.575838849,-0.889330404,-1.212037098,-1.422252379,0.199014653,0.13242982
CPSF4,-1.46786148,0.009975608,-0.119190317,-0.742431011,-0.04635325,0.644181382,-0.297981959
ZNF394,-1.752293652,1.326660064,-1.155703935,-0.129970826,-0.550384521,-0.686826905,0.451610729
PHF14,-0.326008026,0.171743566,2.111626137,-0.920089548,-0.015030421,-1.427836897,-0.563923782
NDUFA4,0.445063323,2.561098605,0.929087726,-1.116310815,-0.057120042,0.226597131,-0.122349753
RNF6,-2.307745157,-0.549852361,0.076963815,-0.524382005,-0.278132947,0.013641613,0.317957611
CDK8,-1.552274191,-1.851666481,0.362183085,-0.641098414,-0.193819574,-0.426539331,0.627396485
WASF3,0.862900863,1.261646956,-2.177873286,1.228259046,1.776134482,-0.514718345,0.203738763
GLCCI1,2.257002899,-1.150603008,-0.561754012,1.226099626,-0.42697143,0.192875834,-0.350961425
USP12,0.371347403,-0.303980126,1.19776642,-0.598274816,1.22885755,2.191817716,-0.130220437
RASL11A,1.437903417,-1.143646052,-0.724676551,-0.898470919,-1.109362701,1.278189012,-1.607552859
POLR1D,-1.805528191,-0.895797968,0.506135601,-0.132315211,0.801104379,0.718582054,-0.680323588
PAN3,-1.065639596,0.233720889,1.364560677,-0.037546896,1.806238226,-0.225449274,0.126582059
FLT1,2.031606418,0.641768567,0.597453544,-2.277223311,0.625102667,0.914761442,-0.765388273
POMP,-1.792610025,0.414756859,0.630365271,0.531937115,-0.75013238,-0.072015311,0.11848787
SLC46A3,0.224615972,0.943433258,1.117661205,0.670265426,-0.462110839,-1.251898898,1.1307515
MTUS2,0.399259062,0.25170401,-1.568218847,-0.461166131,-0.219096523,-1.969170469,0.871425011
N4BP2L2,-1.483407269,-1.573844767,0.982411798,0.091041687,0.957057228,-0.719967588,-0.5849526
HSPH1,-0.482638859,-2.291872672,1.216444832,-0.026248225,-0.742880099,-0.333652984,-0.329166063
MEDAG,2.663941933,-0.060908558,-0.70050451,2.120836785,0.213500835,0.201550466,0.304645449
COL1A2,3.545265366,0.319789162,-1.26063686,0.80725701,0.303549783,-0.226716596,0.511305366
TFPI2,2.439000976,-0.430306203,0.391159313,1.188123723,0.369183513,-0.503577995,0.736988765
TSPAN12,3.346080787,0.212277198,0.435866844,-1.304869686,-0.838789556,-0.503237878,0.021311339
ING3,1.604097904,0.075821539,2.086876817,-0.07877862,-0.329199719,-0.687939029,-0.62332131
FAM3C,-0.88104212,1.081041915,1.704738155,0.681673344,0.910467901,-0.652854395,-0.481777215
AUTS2,-0.179601442,-2.645135898,0.02187998,1.008886723,1.165468515,-0.850055056,-0.258472383
LIMK1,2.762677524,0.986386916,-0.875492477,0.543015757,1.587007503,0.521815443,0.430065067
ELN,2.676137263,-1.189693697,0.831184737,1.631982624,0.020313237,0.489752906,0.453445269
BCL7B,-2.003416341,0.063078977,-0.593263654,-0.191548868,-0.513120007,0.77723878,0.633881374
LMOD2,2.880999606,1.958218554,0.583952726,0.424596477,0.562141841,-0.259486289,0.537703129
WASL,-0.12418057,-2.449391932,0.816388989,-0.991364894,-0.801510781,0.173016304,0.989417962
ASB15,1.095219647,2.01912507,0.627012585,-1.787214152,-0.555189259,-1.281283171,0.621434771
CUL1,-2.092297407,0.699786821,-0.412936995,-0.453345685,-0.617467268,0.388780161,0.141207315
EZH2,-0.887360614,-1.901519662,0.643677703,0.100916579,0.14133846,1.013671702,-1.410789219
AASS,2.080238524,0.52622379,1.404563721,0.775490812,0.253356684,0.191966642,-1.360614906
SSC4D,-0.00452607,-0.153281337,0.063601236,0.013038729,-0.337480128,0.541370114,0.202602523
RBM28,-1.889521812,-1.128453079,0.523812055,-0.992986805,-0.319729418,-0.162300134,-0.639226981
LRWD1,-2.146619087,0.197353082,0.198801778,-0.442110478,-0.502172006,-0.668157163,0.072397921
CUX1,-2.337033581,0.29038093,-0.778328978,0.093026902,-0.259380612,-0.119126454,0.026643503
GCC1,-0.639964251,-1.312164882,-0.245475818,-0.921468433,-0.911183006,1.439524624,-0.12504621
EPHB4,1.756902183,0.175358294,-0.661851923,-1.104978733,-0.930282251,1.774159582,0.527825287
GNB2,-1.224874363,1.537744111,0.753370537,0.169703418,-0.492848378,0.086484059,0.54137698
GIGYF1,-1.561801563,1.962955851,-0.734875874,-0.645998156,0.496345689,-0.385014108,-0.178166691
POP7,-0.013870508,-1.6492763,1.28685697,0.256466551,-0.43083064,0.500793325,-0.686766952
PCOLCE,2.485685115,0.967671829,-1.258258008,1.733676392,0.256093012,0.013728266,0.640375163
AGFG2,2.733179779,-0.785001832,0.812299136,-0.200772623,-0.277067269,-0.284283524,1.636687751
TSC22D4,1.187973494,2.168758342,-0.680245872,-0.361525325,1.282987302,0.585376081,0.43371655
PPP1R35,0.827697529,-0.060420793,-0.767840879,-2.550504486,-0.010840886,-0.336430062,0.276911817
MEPCE,-1.765109873,0.497285006,-0.903983429,-1.132419018,-0.322530924,0.593653503,-0.624250311
ZKSCAN1,-1.125869208,-0.438951776,0.854582215,0.359070951,-0.552651967,1.156973432,0.041893605
MCM7,-1.299889675,0.101576073,1.38836546,0.425844316,0.614490862,-1.648550335,0.129616931
TPK1,1.175239543,-0.270393487,-0.056740645,0.722958466,0.981949878,-1.31546433,0.829706687
ASNS,0.819206088,-1.666278778,0.457325728,1.468487662,-1.21996588,-1.248993493,0.717925188
DYNC1I1,1.18553435,-0.084341887,-2.232650954,-1.709320532,0.90623839,-0.414435559,1.218606682
PON3,-0.803159293,-0.240649477,-1.211908721,0.031828396,0.088789584,1.001162599,-1.248398011
CALD1,3.325546374,-0.698206447,0.177518299,0.910025243,-0.574945679,0.189355197,0.14133105
EXOC4,-1.937936415,-0.971694561,-0.313602598,0.841767399,-0.349493389,0.10254681,-0.064045549
PLXNA4,3.665432895,0.671079123,0.236899847,0.465534436,0.805507053,-0.192445803,-0.346118264
CALU,1.648270926,2.080008554,0.371473381,0.995294034,-0.270232459,-0.046326226,1.356543023
CCDC136,1.137286134,2.235736197,0.226098291,0.658427282,0.424396835,-0.594731005,0.08730793
IRF5,1.736961759,1.424722501,-1.261204395,0.52836599,-0.294334274,0.90620129,1.310150929
AHCYL2,2.148127732,0.034141724,0.24019795,-0.628161946,-0.559839769,1.139820802,-1.481479147
KLHDC10,0.334250136,0.859265601,1.221189454,-0.179101781,-0.294965825,1.126867846,1.76166744
HIBADH,0.635242964,1.900778847,1.863830716,-1.044157879,0.267038006,0.087941612,-0.151278787
GARS1,-2.110279734,0.561755358,0.616299724,-0.080418853,-0.349123749,-0.418601891,-0.04918513
ADCYAP1R1,-0.662718208,-0.28097352,-2.092751213,-1.110990663,-0.425251486,-0.437962873,1.787896712
NT5C3A,2.312981592,0.236571901,-1.423620258,-1.10399066,1.060774064,0.128647241,1.71418373
FKBP9,-1.949277607,0.585051796,-0.808402969,0.489362918,-0.764056057,-0.078931996,0.421330631
TMEM209,-2.129729402,-1.137138074,0.403867588,0.085475506,-0.497388726,-0.653584628,0.07823531
AVL9,0.179349012,-0.972267246,1.080919977,-1.098533589,-1.686232354,0.306003615,-1.319216045
CEP41,0.209362361,0.415609985,1.297380974,0.43569901,-0.906258931,0.873089263,0.32372081
HERC6,1.968637878,-2.450749803,-0.667783725,-1.205645396,-0.81956322,0.604987449,0.416121098
HERC3,2.422207969,1.884526994,-0.934589436,-1.185028923,0.69307119,0.544174441,-0.01196631
TMEM176B,1.722239604,-0.352080573,-1.574236386,-1.235890087,-1.549327546,0.001835326,1.173094336
IGF2BP3,-0.070004322,0.510884307,-0.422732783,0.343660049,0.108265892,-0.561162465,-1.409778893
MALSU1,-2.168692984,0.354896565,0.686929364,0.048457765,0.170150656,0.094336563,-0.336653671
GPNMB,0.674582414,-0.75787053,-2.510654551,-0.481505491,-0.549330673,-1.050310077,-1.472882355
TRA2A,1.756659939,0.659057988,2.241020854,0.248267832,1.551588076,0.151812455,0.065641981
GSDME,1.3876097,-1.461163079,-0.858655396,0.386171564,-1.142754665,-1.817607579,-0.05209397
OSBPL3,1.623931433,1.563978639,-0.615499766,0.650393426,1.492234104,0.962378968,0.751243345
LUC7L2,-0.611187519,-1.4251486,1.585599576,-0.657270022,2.32736579,-0.499429289,-0.268897333
ZC3HAV1,1.610150817,-0.487136094,-1.043960197,0.731857428,-2.118727633,0.390508421,-0.440151355
TRIM24,-1.701431547,-1.601119519,0.325068277,-0.408260721,0.926130104,0.225499666,0.442297539
PTN,0.899529475,-0.249697376,-1.970760683,0.275796043,0.635849471,-1.360545252,-1.16816722
MTPN,0.195167362,-1.738252072,0.30691842,0.901467775,-1.106868006,1.255659994,0.008878982
SLC13A4,0.845337348,0.465889576,-2.158810908,-1.363290839,0.076327855,-1.635095617,-1.461874405
EPHA1,1.652269219,0.023227934,1.271712585,-0.979618064,-0.105053972,0.208147539,-0.994967696
ZYX,2.606715205,-0.062942642,0.348757165,1.450008276,-0.714373395,0.044562589,0.907314898
FAM131B,1.792736287,1.194562104,-2.317145852,-0.242554261,0.596747738,-1.469528831,-0.024464393
CLCN1,-2.277574395,0.857684823,-0.418558481,-0.214064474,0.505232017,-0.880859884,0.18694288
CASP2,-0.348014697,-0.752783666,-0.004535821,-0.357308241,-0.589618822,-0.654442436,0.14746417
GSTK1,2.218305151,1.510105135,0.927838008,-0.88247828,0.097123098,-1.226548139,0.794737314
EPHB6,2.523165346,0.269832974,0.276014979,-0.084928903,-0.301226987,-2.705174019,-0.442874267
MAD2L1,1.925708857,-0.377902232,1.944629866,-0.035669894,-1.502014319,0.116474395,-0.142805039
SSBP1,-1.277693495,-0.329075312,1.011981905,0.070334257,0.527176128,0.615380448,-0.279193736
PRDM5,-0.218279187,2.181302999,0.604973435,0.422494494,0.397645332,-0.582977699,-0.048084471
AGK,0.37053775,-0.334467275,-0.261510937,1.914684577,0.306119435,-0.077581678,-1.167883597
MRPS33,0.685707594,1.339601056,0.87958728,0.472942572,0.177874803,1.428810612,-0.626453882
HPGDS,3.004791931,-0.880636607,-1.635366553,-0.095724014,-0.864294723,0.488032563,0.45928867
SMARCAD1,-1.646579261,-1.021798807,1.48719619,0.355736456,0.36210039,-0.902340853,0.70061203
TBXAS1,1.118270114,-0.347527755,-1.704971121,1.143309354,-1.090597968,0.86518505,-0.181725172
GFPT1,-2.262188282,0.358080235,-0.183683834,0.150231358,-0.306021848,-0.390897462,0.816941927
NFU1,-2.065285831,0.707755305,0.573199078,0.506361386,-0.098683703,-0.523855521,-0.045923707
ANXA4,2.119529265,-1.047640646,-0.230941214,-0.146867941,0.151761496,0.452309979,1.422742718
PCYOX1,-1.797516107,1.253484297,-0.351618731,0.370432906,-0.770265573,0.186758424,0.325129925
TGFA,1.259538166,-0.014853745,0.339989301,2.507262375,0.584917467,-0.055200632,-0.842080254
ADD2,0.285648962,0.067616438,-3.003243788,-0.328358304,1.203779964,-1.302611136,0.535902961
DUSP11,1.473130377,-3.183637951,-0.097391179,0.182565607,1.115199492,0.252273776,0.437410765
CCT7,-2.378591862,0.10482128,0.35938943,-0.004258241,-0.159571931,0.083978488,-0.308342788
PRADC1,-0.714057956,1.316258122,-0.542519957,-0.79694918,0.270584915,0.540684747,1.628329156
ZNF638,-0.866188492,-1.383981992,1.319682594,-1.449601626,0.110050837,0.340350274,1.039069531
FBXL14,-1.684479461,-1.574219511,-1.167912532,0.381455154,0.775361239,0.046544034,0.35435765
PRICKLE2,2.667550063,0.911135044,-0.340321435,-0.462923925,-0.517811765,-1.284945438,-0.061175662
ADAMTS9,1.679308724,-0.996845508,1.119904206,2.005264075,1.889489461,0.125882099,-0.1126272
LRIG1,-0.846926193,0.035035653,-1.2841268,-1.913313996,-0.56832352,-0.875128333,0.675141481
KBTBD8,-0.746160562,-1.431190901,0.670467906,-0.558605142,-0.109466651,0.814796684,1.564893825
WDR54,-1.833216612,-0.757434843,-1.248786086,-1.099605684,1.252203742,0.161833159,0.074505438
INO80B,-2.042556891,0.553076725,0.318861183,-0.242023303,-0.097417675,0.39064431,0.624070815
WBP1,2.180360393,2.048311796,1.316050024,-0.243580879,-0.200472888,0.121915983,0.553080097
MOGS,-0.594995863,-0.256115573,1.969382932,0.331763574,0.383067333,1.412434651,0.002128093
MRPL53,-1.659336492,0.567109996,1.028176254,0.295075553,-0.559760765,-0.230000635,-0.043162949
POLE4,-1.311389019,-1.267880082,-1.355965178,0.682995669,1.105322505,0.863865418,0.027873099
MRPL19,1.054455464,-1.305501619,1.189413606,-0.3289324,-0.360447142,1.390537077,-0.532294625
ARHGAP25,3.012894071,0.023482706,-0.856914395,0.984796452,-0.034909494,0.65555207,-0.164431194
APLF,-1.143301938,1.068104162,0.456315479,-0.123271905,-0.67728179,-0.078413141,-1.937206029
RAB43,1.439386292,1.811354899,-1.706786998,0.180764147,-0.921273915,0.741279973,-0.833382405
ISY1,-1.918568978,0.869260268,-0.279782308,0.220280292,0.966011939,0.603200272,-0.485131356
CNBP,-2.143825694,1.138694995,-0.870354665,-0.243629247,0.14030967,-0.126929912,0.158458658
COPG1,-2.279325306,-0.689448281,0.277037976,0.174763441,-0.502203303,-0.265068918,0.124031838
TMF1,-2.439762515,-0.068515804,-0.492474263,0.018963671,0.121444426,0.199169594,0.140872472
HMCES,1.592567033,-1.093312854,1.292082211,-1.346333069,-0.211212491,1.49010344,0.60937014
UBA3,-1.354695457,-1.724024662,1.057113807,-0.714529721,-0.483380818,0.360024628,0.239351152
RPN1,-1.969758689,0.068172898,0.244336166,0.288058399,-0.545109916,0.689599972,0.299507772
FRMD4B,0.151599185,-0.853529577,0.279254435,0.387370806,0.236224596,-1.233002633,1.828540477
FOXP1,-0.089958894,1.150249921,0.844363962,1.409275288,-0.812055777,-0.933271716,-0.841081729
GXYLT2,2.045183726,0.90321235,-2.687669528,0.747175659,-0.266474135,-0.179243019,-0.551434512
CHL1,2.422854607,-0.531604192,0.341376703,-0.396348323,-0.030882049,-2.140689499,-1.119130456
RUVBL1,-2.305285623,0.305014278,-0.274046869,0.320121871,-0.265842807,0.378912015,0.086121724
SEC61A1,0.045756073,0.181618598,0.899470869,1.046109408,-1.169894937,1.264596659,0.876668536
ABTB1,-1.520835777,1.820660388,-0.596316479,-0.088460963,-0.029658565,-0.424354463,-0.071362992
PLXNA1,1.968087624,-2.561574274,-1.003952567,0.620224114,0.493934768,1.04849152,0.654205138
CHCHD6,0.948065435,-0.252780737,-0.852302903,1.43124308,-0.551526544,-1.939166144,-0.056988947
KLF15,-0.117992727,1.563159976,1.714381431,1.070512981,1.129683742,-0.73244147,0.513776335
ALDH1L1,1.33594966,-0.311636208,-0.624376306,0.943831391,-1.209245955,1.642027744,0.625019482
SLC41A3,1.542203615,0.632329642,0.423174588,1.858683935,0.529401131,1.372678443,0.156008676
NUP210,-2.260709652,0.40966452,-0.061748899,-0.278251486,0.430747343,-0.867649429,0.86201461
XPC,-1.834328213,1.457953621,-0.33834555,0.084678064,-0.478773557,-0.683564538,-0.279300394
TMEM43,-0.011616299,-2.283866397,-0.273006377,-0.368776789,-1.780191823,-1.090779873,0.133589766
SLC6A6,-1.550662495,-1.816544523,-0.959118967,-0.633539432,-0.063116682,0.347702529,0.176711411
GRIP2,3.445453018,-1.382389857,0.940503844,-0.079682007,0.761397347,-0.902789923,-0.025980783
SUMF1,-0.048238822,0.717437954,-0.532009468,1.932696148,-0.844535255,0.083923058,-0.752074634
ITPR1,1.576063955,-1.471184076,-0.33306603,2.040382269,0.08461491,-0.669577056,-0.137289401
BHLHE40,-2.232271379,0.510728928,-0.699305026,0.236791838,0.584197154,0.157195663,-0.663670704
EDEM1,2.096933315,-1.508022558,0.355708858,0.849172834,-1.60550353,-0.323725668,0.526909198
ARL8B,-1.811424696,1.50315413,-0.690676489,-0.291123146,-0.002282086,0.669002153,0.239101863
USP18,1.301173981,-2.227293215,-0.018065988,-0.369298562,-1.293987373,-0.855749695,0.712304366
SLC6A13,-0.372144785,0.145700314,0.254580343,-0.15684277,1.013910914,0.408112327,-2.21121741
RET,2.776133648,1.407500252,-1.506603545,0.83001464,0.724821611,0.426071145,0.336313022
A2M,0.389047759,0.931993011,-1.998853239,-1.005677457,-0.324320559,1.332502888,-0.675786592
MFAP5,3.294983305,0.291574949,-0.707242904,1.224574352,-0.565037205,0.165589878,-0.027165439
MLF2,-2.474149627,-0.141142835,-0.348458687,0.133155665,0.111895588,-0.257465725,-0.110741256
PLXND1,2.653156152,0.316216538,-0.953337033,0.845585124,-0.134136027,1.42610213,0.337849858
TMCC1,-2.22458098,0.595175265,-0.613916429,0.200369448,0.414272888,-0.692858349,0.971352834
COPS7A,-2.494221851,0.367502327,-0.397765919,-0.163790522,0.265868934,-0.041884275,-0.07443384
RASGEF1A,0.086523279,-1.620814698,-1.371103821,-0.334039086,1.394255517,-1.469487615,1.162502546
TUBA8,-1.828916277,-1.198456281,-0.430723579,-1.349128287,-0.955620551,-0.30784062,-0.097841744
BMS1,-1.931250302,-0.753142045,-1.053091042,-0.000373332,-0.851623092,0.461436401,-0.312920354
ZNF248,-0.643778096,-2.28924052,-0.627894767,-1.314680853,-0.366869991,0.795738299,0.477987071
KLRK1,0.504559425,-1.860286332,-1.176567934,-0.260462478,0.087282829,0.430858022,-0.246270236
GABARAPL1,0.490582599,2.442799312,0.522011548,0.682065117,-0.831973046,-0.169482649,-0.006247822
RAD52,-1.1869019,-0.708443852,0.691395661,1.376516083,1.086024785,0.100635697,-1.07180038
ADIPOR2,-0.482453336,-0.390652478,1.310440778,0.407366599,-1.901648533,-0.065925167,-0.420054775
WNT5B,2.968314409,1.725297133,0.452191482,0.311470876,0.311099196,-0.169418281,0.511800947
ERC1,-1.591773892,0.012944809,-0.05269085,1.342083752,0.945954237,0.985444301,-0.741145765
CCDC77,-0.137722368,0.60746635,-0.887848496,-1.322814437,-0.371520147,-1.354003844,1.51619327
KDM5A,-1.939404094,0.192311795,0.776821625,-0.676498356,-0.617828114,0.6166063,-0.570967875
YBX3,-2.411517147,-0.674599752,0.164588311,0.107123062,0.859320064,-0.244286367,-0.476887312
ETV6,1.190835936,-2.567434328,-0.123292576,0.72784297,0.674681115,1.589502972,-0.568483744
LRP6,-0.897229507,0.199412224,0.408191339,-0.476085745,-2.006703478,0.611392518,0.13903143
DUSP16,0.238389749,1.803927612,0.165824154,1.11555909,0.940883657,0.348405723,1.046763288
DDX47,-1.671843834,-0.035093372,1.29061052,0.553237153,0.057440727,-0.398821503,-0.699005133
FAM234B,-0.271497922,1.161395373,1.58048639,-0.240749924,-0.164299802,-2.2085406,0.114065618
EMP1,2.221450311,1.797685845,-0.594479739,1.286180244,-0.062803948,0.475167732,0.666996861
GRIN2B,0.632909811,-1.336193247,-1.001611546,-0.569306274,0.910060495,-3.087034068,0.501929868
ATF7IP,-0.628073068,0.279150037,-0.57258551,-2.214522646,-1.487710744,0.206816947,0.415495018
PLBD1,2.792860273,0.816751293,1.623232283,-0.065529663,-0.736951884,0.069415978,-0.361719138
MGP,2.45281846,0.754253392,1.444387253,1.159160778,-0.469531627,-0.586018135,-0.021832965
ARHGDIB,1.433688143,0.331401741,-1.628060576,0.296285718,-1.31581833,0.268394457,0.71433594
RERG,0.925646101,0.981510059,-0.13355226,0.566336552,-0.433143486,-1.133335716,1.059053542
PTPRO,0.245975163,-0.552730681,-1.914446655,0.773381052,-1.145763022,-0.033256755,0.549395565
STRAP,-2.416072258,0.11130423,0.165434984,-0.078200673,-0.121047883,-0.171754504,0.152249048
DERA,0.099347347,1.060336151,-0.951259203,0.732575066,-0.046365398,-0.792986493,0.512251264
PLEKHA5,2.756983259,0.701005881,-0.100631632,-1.074486363,1.242967509,-0.878009982,1.049777953
AEBP2,-0.38432132,-0.257972923,1.118266752,0.859288814,0.663445582,1.631044524,1.099659465
RECQL,-1.550224388,-0.296016148,0.663330738,0.662697516,-0.677781274,0.287540955,-0.85900671
