GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
GYS2,0.977808934,-1.594868152,0.290722119,0.943054929,-1.867697789,-0.897200965,-0.670706741
GOLT1B,-2.351961589,-0.498125707,0.173254855,0.615458817,0.161131937,-0.511913766,-0.240566351
LDHB,3.392200058,0.376946948,1.167757966,-0.494961178,1.259365939,0.072873266,0.568165699
KCNJ8,2.280552136,0.111467457,-1.304977,-1.226289475,0.467861376,1.218690442,-1.85818433
ABCC9,-1.665056108,1.342761833,0.288345957,0.576961672,0.866426945,-0.449626506,0.812896298
RAD18,0.118131808,0.747144159,0.227515652,0.629187729,1.661517477,-0.655764302,-2.42113423
SSPN,0.339734778,1.843380396,-0.189018521,1.710533365,-1.092705313,-0.351804721,0.255099748
BHLHE41,-2.175235839,0.137356206,-1.330453975,-0.695406536,0.384433586,-0.432279463,-0.007416411
SRGAP3,2.755162191,-0.215113918,-0.442761146,-0.14752239,2.184624309,-1.205916288,1.413675586
RASSF8,1.778201175,-1.111878607,-0.461439352,-1.545901705,0.755273923,1.600106765,1.411609095
IRAG2,0.621228707,-0.251090293,-0.968129634,-0.883542629,1.082877331,0.901093639,0.364750836
THUMPD3,-1.56738799,0.324492105,1.281215807,0.514137898,-0.282481115,0.390108062,-0.524706714
KRAS,0.087749914,-2.123830535,0.648080931,0.487620475,0.143035342,1.226795064,1.367895907
BCAT1,1.611472347,1.294222522,-2.587625579,-1.08578115,0.62329359,-0.87248751,0.317106373
MTMR14,-1.578748636,1.963456444,-0.255327859,0.171154217,-0.077405574,-0.057810363,0.290168429
OGG1,-1.653357598,-0.797568566,-0.899404534,-0.997940253,-0.289415371,-0.395964171,0.839496617
CAMK1,-2.048708051,0.86976199,-0.244530418,0.602090591,-0.291057643,-0.007024506,0.055733395
ETNK1,1.46006916,-1.022530039,2.190220489,0.133833777,0.405269746,0.478736143,0.881698132
TTLL3,-0.567847145,-0.663560909,-1.743243706,-1.900503964,0.812632229,-1.661877515,-0.829388664
CIDEC,0.376117074,-0.979383491,0.791546772,1.341794991,-1.712173587,-1.610962746,-0.39364767
C2CD5,2.232709473,-1.416562023,-0.170194671,-0.438050816,2.395524012,0.552247726,-0.026313294
IL17RC,0.56706936,0.415556399,-0.055826343,0.168620229,-1.684397198,-1.156045595,-1.838589852
CMAS,-1.598261156,0.644281403,0.311752815,0.937413074,-0.057384604,-1.212334348,-0.669130337
ST8SIA1,1.04033825,0.766880243,-0.709463054,-2.209924279,1.378480423,-1.069100527,-0.324225419
CRELD1,-1.417441663,-1.324569085,0.427613756,0.930483657,-0.496360469,-1.10287513,0.212596327
EMC3,-2.249604772,0.421828399,0.633354587,0.595753595,0.102027631,-0.185787852,-0.035951739
ITPR2,1.960410004,-1.511484962,-0.082060672,-0.887699123,0.75935433,1.053503758,-0.156195977
MED21,-1.973395598,0.023131227,0.568485384,0.581845316,0.564968661,0.234083071,0.372022761
SEC13,-2.219232134,0.549128531,0.583894747,0.174955398,-0.223864753,-0.397913551,-0.006562536
CCDC91,-2.297013934,0.469655156,-1.085428673,-0.546089161,0.036613178,-0.615846834,0.047430099
ATP2B2,0.457927729,-0.553459237,-2.311062046,-0.435151332,1.328042232,-1.716705086,0.218906831
ERGIC2,-2.279676891,0.154239508,-0.530290945,0.076396144,0.07686323,0.08690848,0.240247362
TMTC1,-0.188496635,0.141195769,1.429301059,1.674078368,0.510681594,-1.346614931,0.694176857
SLC6A11,0.974119377,0.00988083,-1.36641097,-1.38686668,1.665487377,-1.258442373,0.173453869
CAPRIN2,0.122708902,-0.900926073,1.274479935,0.587680436,-1.333327074,-2.214291885,-0.00674204
SLC6A1,0.825011606,0.580025381,-1.971516767,-1.566551548,0.74006736,-1.23691509,-0.496497988
DENND5B,1.128142235,-0.386239039,1.605376078,-0.25944491,0.197255002,-0.211858547,1.484947549
ATG7,-1.158315792,2.161938894,0.718175905,-0.301826721,-0.274848634,-0.063747411,0.058673338
VGLL4,-0.490018608,-2.774072661,-0.462704359,0.385774186,0.761497415,0.864797169,-0.099900092
TAMM41,-0.794133226,1.536166662,-0.877533009,0.495850624,1.971371661,0.642214931,-0.075145934
TIMP4,0.456799517,-1.192067997,-0.138316044,-3.011568264,-0.149616967,0.469431323,0.402051171
CAND2,-0.204719474,1.671792194,-1.313189238,0.53771304,-0.596067865,1.431266239,0.062985154
MBD4,-0.194684586,-1.157685999,-0.423568595,-1.393196904,-0.989237968,0.20212015,0.621217863
IFT122,-0.431204991,-0.18696816,-1.346931704,1.125290222,-0.439065836,-0.961108107,0.675177118
NECAP1,-1.194858087,-1.967556846,-0.017057167,-0.627146209,-0.363364465,-0.008472516,1.18146896
PIANP,0.892389149,-0.72388169,-2.416719237,-0.69010501,1.89524696,-0.97957561,0.402685816
ING4,-1.489029907,-0.260360409,1.040681747,0.32013662,-0.22458087,0.060464532,-0.72076951
MRPL51,-1.705604264,0.688094868,0.413301624,-0.973443374,-0.798455712,0.17871804,-0.078012539
VAMP1,-1.763883646,0.254226128,-0.106053114,0.865132994,1.596990756,-1.133648851,0.845281543
LTBR,-0.524572042,-0.211799018,-0.010702207,0.057359644,-1.055729799,0.935457831,0.672452402
SCNN1A,1.696591482,-0.745720274,0.392426607,0.95944926,0.718888143,0.127186829,-0.024385068
TNFRSF1A,3.056382945,1.130593768,0.462938993,0.356575476,-0.796914394,0.497737591,-0.559183006
CD9,2.598289916,1.490838419,-0.972384441,0.586792633,-0.885546843,0.09340824,0.005301235
RAD51AP1,2.191448748,-0.086945889,0.003017769,-0.636481963,-0.635772915,0.824734487,-0.390935414
C12ORF4,-1.143899283,1.303568913,0.786052248,0.321675384,-0.770594437,-0.940864023,0.143955053
TSPAN11,3.028609294,0.764208234,-1.683795468,0.548768108,-0.170547483,0.372566145,0.737313486
TSPAN9,1.156085842,-0.17982242,-2.124285185,1.63707317,1.105639989,1.127952191,-0.521968321
TEAD4,-0.440515443,-1.939145482,0.490399724,0.608039481,1.877923495,0.09110703,-1.398397516
FKBP4,-2.075548531,-1.091986028,0.901077389,0.131189592,0.16988282,0.22333531,-0.134265463
STRN4,0.623741342,1.58218975,1.006504612,-0.915175702,-0.216456637,1.197695902,-0.28002289
MZF1,1.605061976,-1.300800045,-1.074495342,-2.255280573,0.864597451,-1.494434284,-0.333243566
ZNF606,0.365435918,-2.694702315,0.815428597,-1.437777294,0.168308301,0.634520625,-0.146099403
ZIK1,-0.151497005,-2.505954882,0.796743676,-0.686150723,-0.588107197,-0.962316489,0.549777761
MARK4,-1.498349966,-0.471970815,0.027959181,-0.075130896,-0.988379999,0.840976586,0.387313343
CKM,-2.096335289,0.809548085,-1.364337336,-0.022042541,0.501874945,-0.191766209,0.112109371
ERCC2,-1.206325697,1.182831582,-0.148231883,0.840599822,-1.077719302,0.776669257,-0.499026609
RTN2,-2.042504361,1.291186878,-0.34675005,-0.402192813,0.236223837,-0.772103485,0.659808897
PPM1N,-0.942920249,-0.493491313,-0.907631196,0.964906706,0.377115585,-1.226122307,1.577640566
VASP,0.583734746,-1.558543527,-1.307125809,-0.387833463,0.371045165,-1.078403474,2.043959728
QPCTL,1.434704575,-1.893307954,1.704235572,-0.495694251,-0.405606285,0.63502847,-0.405689647
DMPK,1.547201418,2.787177378,-0.323435892,0.379895485,-0.129713522,0.315353392,-0.15309071
DMWD,-2.033618849,1.075855084,-0.016980477,-0.080233202,-0.682018918,-0.123047069,0.224829471
NOVA2,2.670312272,1.815851269,-0.410473613,-0.27767367,1.122869466,1.143472404,-0.549109391
PDCD5,-2.29046272,0.945383523,-0.159575662,-0.547733481,0.030663069,-0.282706925,-0.146387545
URI1,-1.476344102,-0.578384856,-1.635760725,-1.610623155,-0.089916672,0.40268447,-0.585213559
POP4,-2.305793154,-0.321910746,0.030423862,0.576744494,0.215968419,0.205662082,-0.000593071
TTYH1,0.459065157,-0.987913955,-0.627829459,-1.161967152,3.011808909,-1.564613815,-0.269702676
TMEM238,-1.428328838,0.311899231,-0.933716748,-1.025277964,-0.947171811,-0.073271761,-0.602500239
RPL28,-2.318237384,0.643782159,0.401184003,-0.071531669,0.698664432,-0.759332772,-0.431277281
SBK2,3.592847695,-0.88697,0.948554387,0.383835484,0.669548213,-0.752540791,0.041262021
U2AF2,-1.885064119,0.617281681,0.855698586,0.03051152,0.663029167,0.689734081,0.133614645
ZNF583,0.043238521,0.83934411,-0.762602563,0.276799297,-0.91212583,0.001141616,0.048243257
CYFIP1,-0.163530518,0.469941142,0.651421046,0.233775459,-1.809578477,1.034223026,0.380825674
HERC2,-0.87283291,2.131780666,-0.935141205,0.251312612,-0.254251444,0.672029036,0.324884083
NIPA2,-1.974768376,-1.338429904,-0.112845646,0.6635696,0.746500532,-0.45843813,0.910405034
PSD3,0.2539155,-2.800485229,-1.455786725,0.36789164,1.131523911,0.821519105,-0.599598851
CSRP3,3.398561844,1.184570473,-0.323207483,0.326782297,-0.059724782,0.098403005,0.72590525
ZDHHC13,-1.047488654,-1.632566394,-0.21606444,0.298308473,1.345539701,1.017077416,-0.353191054
RHPN2,-0.78628484,1.016036663,-1.945147298,0.602888144,-0.720285457,0.621202974,-0.691361621
SLC7A10,0.146364223,-1.280911955,1.077369621,0.853333425,-1.495757634,-1.869729407,-0.09088275
GAS2,-0.541425826,-0.294741568,-0.807431708,1.93283486,0.068160813,-0.462533916,0.702210148
KCTD15,-2.235415338,0.441778665,-0.75079534,0.373675854,-0.259990405,-0.922022552,0.300906435
PRMT3,-1.705034218,-1.564573426,0.25133059,0.73740331,-0.122441022,-0.159445196,-1.004950494
ASB7,-1.230729952,-2.125624764,0.587781291,-0.733372824,-0.224080207,0.046389148,0.752785881
SNRPA1,-1.619881006,-0.350741424,-0.222841196,0.106390426,-1.071878136,-0.256784828,-0.218843297
PCSK6,3.687616929,0.031972389,-0.211094822,0.989858527,-0.076716595,-0.219682727,0.194792045
TARS3,-1.625298812,0.529096862,-0.80072487,0.139401285,0.060291939,0.894263097,1.252855472
TJP1,2.192312812,-0.637213744,-0.069861041,-0.583136261,-0.795175411,2.034625856,-0.912390513
APBA2,0.395341185,0.146982623,-0.734569996,0.021138734,1.999323416,-2.890777573,-0.208728536
MPHOSPH10,-1.725605069,-1.201890412,0.063309296,-0.123433805,-0.435949611,0.504516927,0.844083632
MTMR10,-1.484429273,-1.177171558,0.264658514,-0.307573474,1.493733906,0.778759665,0.164315646
CRTC3,-0.503339595,-0.784591783,-1.095258444,2.107133698,-0.026389707,0.24005043,0.768470973
BLM,-2.220970146,0.125402325,0.698558429,-0.370879202,-0.263504189,-0.501353532,-0.344300367
FURIN,-2.376902894,0.275721433,-0.130185284,-0.484651277,-0.396371284,-0.143824006,-0.219818202
HDDC3,-0.623250733,1.029550868,1.059000954,0.79515979,-0.574750787,0.562985315,-0.468866252
UNC45A,1.46972708,-1.634661832,0.21101449,-0.947107455,-1.25254168,-0.068692659,-0.332038042
VPS33B,-0.429910097,0.12672564,-0.009567371,0.893213946,-0.51436357,-0.503910303,-2.374137197
IQGAP1,3.075851271,0.366834736,-0.635142222,1.28890471,-0.807246622,-0.118316928,-0.041031495
CIB1,-1.119591766,0.374206613,-0.420224075,0.329577275,-0.884154058,1.084592443,-0.796892708
SEMA4B,0.721830702,-0.305981384,-0.598303607,-0.98873046,-2.199030599,-0.649979665,-0.254958042
IDH2,2.936809438,1.603005549,1.185295996,-0.574687259,0.844530626,0.227878067,0.24430338
PEX11A,-0.89106704,1.895247991,1.096865123,-0.024088644,-0.424399002,-0.993313371,-0.436774543
PLIN1,0.53148677,-0.54851114,1.041577623,1.385526802,-1.787363247,-1.414755636,-0.206593778
NR2F2,-1.064548864,-0.842329231,0.320046837,-1.23008083,-1.401954423,-1.394516463,1.033266873
PGPEP1L,-0.076028247,-1.130106319,0.31530393,0.740378933,1.316903479,-2.680462336,0.575541835
SYNM,-2.052447613,-0.003529951,-1.133215338,0.982031689,0.439326617,0.400799508,0.136846651
TTC23,-1.205142827,-0.812565095,0.990466601,1.333744478,-0.969670423,-0.523280598,0.335258121
LRRC28,-2.42662812,-0.395935994,-0.101468199,0.362919888,-0.006208113,-0.184838725,-0.429189882
MEF2A,-2.271998326,-0.278848266,-0.00465438,0.809994093,0.643600326,-0.048420782,0.478613135
CTSC,-1.38675173,-2.006222848,0.758630982,-0.151792855,-0.702944591,-0.850126769,-0.03040227
NOX4,2.683387824,-1.936018097,-0.241498294,-0.085476461,-0.897160648,-0.961933316,0.443055506
TYROBP,3.26133665,-0.072966812,-1.007373466,0.230410209,-0.984585696,-1.117570905,0.923202115
SIPA1L3,1.4651104,-2.28123485,-0.912780157,0.768854754,0.653101325,1.621483039,-0.88491102
C19ORF33,2.604683547,-0.856625955,-0.607592941,-0.651076662,1.752102518,-0.630201598,-0.307433807
YIF1B,-0.084560075,1.796193281,1.440349708,0.146414448,-0.936795485,-0.053036274,-0.451147105
RASGRP4,1.968464197,0.001627584,-1.35632287,0.794734867,-0.996527822,1.183905958,0.020017975
FAM98C,2.409590384,1.207558345,-0.688444136,-1.05945793,0.050505131,1.241983574,-1.014521538
RYR1,-2.058711664,1.011843088,-0.839907055,0.256091103,0.55878474,0.292481085,0.006489123
NFKBIB,-2.182702893,0.056881304,0.71616455,-0.175651759,0.298457166,-0.182063877,0.494239342
FBXO17,-0.8727721,-0.150036798,-0.334205652,2.086434966,0.95342504,-0.901744248,-0.276857952
PAK4,0.923569961,-0.543771313,1.13813597,0.640886627,-0.021571183,0.916526316,-1.099096452
PSMC4,-2.167388497,0.795834835,-0.217122215,0.459636507,0.280938209,0.050448049,-0.577479251
MFGE8,-0.270733964,1.117502083,0.065279687,-0.088321853,-0.977600495,1.470357681,0.034082091
HAPLN3,2.318323674,-0.114467092,-1.638207979,1.094924313,-1.004662131,0.071069039,-1.358094656
AEN,-2.134303892,0.373545267,-0.587949211,0.335815648,0.239228194,1.030380834,0.104740543
DET1,-2.027975207,-0.722688807,-0.543714746,0.469241223,0.788654502,0.917043978,-0.397006673
MRPS11,0.514410323,0.736326731,1.194699074,-0.84810364,0.059447185,-1.020702853,-1.26325868
MRPL46,2.244738371,1.524562342,1.354195141,-0.758832918,0.723381761,-0.545453492,-0.505792286
CCDC90B,-0.631682333,1.325638644,0.734999175,0.818787385,-0.001921352,0.789351714,-0.801117566
TMEM126B,-1.999626011,0.955467039,0.471408385,-0.142836408,-0.591466593,-0.752481263,-0.301720935
TMEM126A,-2.226158224,0.479743011,0.235338315,-0.104056349,0.226772439,0.266364663,0.491328776
SYTL2,-2.056682431,-0.100328031,0.392112011,0.391344649,0.255551019,-1.314896142,0.665061614
EED,-0.628499803,-2.365228277,0.063297612,-0.659305499,-0.045159335,0.732612399,1.489578088
ME3,-0.403084944,2.235224586,-0.867864981,-0.473320096,0.48253863,1.307492372,-0.524566304
ZFAND6,-1.905965394,-0.300760654,0.671325563,0.442768912,0.449081966,-0.089994765,-0.026173393
FAH,1.14040686,-1.784106453,0.793553057,0.845638055,-1.210053774,-1.375309376,-0.717624639
RAB30,2.438955291,-1.612357845,1.544120371,-0.06457248,1.171860808,0.316564828,0.414359219
NDUFC2,0.673736544,2.726492329,0.783681684,-0.850522175,-0.186144094,-0.192400653,0.362071708
COQ7,2.737460779,1.715704452,1.032666113,0.23805266,1.151722778,0.357263762,0.241825228
ARL6IP1,0.922456325,-1.200123911,0.850192111,0.696983602,-2.201439605,-0.256596638,0.22730826
SMG1,-0.035746486,-0.527417643,1.259855452,-1.406664464,0.883284319,1.993082985,0.081488658
XYLT1,-1.533344559,0.222395841,-0.713034137,0.350150875,-0.345903287,-2.171230802,0.69548064
NUCB2,2.59638646,0.565204209,-0.627230552,1.876616398,-0.875061546,-0.124701016,0.329306584
PIK3C2A,-0.159828296,-0.323537298,1.037305518,1.694409482,1.007050545,-0.009399606,0.541575121
IPO5,-1.593826918,1.33960891,0.369963085,-0.078168737,0.06996607,1.175299155,-0.519351624
C11ORF58,-2.251348939,0.834891071,-0.550330118,0.127778797,0.025482614,-0.204863092,0.000597153
CYP2R1,1.367820209,-2.068330868,-2.098456499,0.035998905,-0.638471434,0.71353249,0.409406159
PDE3B,1.413221846,-0.670676766,0.695222068,1.754143263,-1.261191167,-1.437019207,-0.468171482
MYL11,-1.513666452,1.080968597,-1.360131155,-0.10351286,0.485339494,-0.860117183,1.300850215
QPRT,0.851962957,0.147358755,-0.196760316,0.006523198,-1.372978625,-0.534878848,0.73161702
KIF22,1.336979822,0.424209697,1.184028166,-0.397774941,-1.319171911,-0.551134495,0.253147385
MAZ,-2.199481951,-0.101753846,-0.178646878,0.464338009,-0.489620363,-0.036674103,0.528957761
MVP,1.712035902,0.905962572,0.391381707,0.433776452,-0.192078718,1.913065334,-0.231474887
CDIPT,-0.759591863,-1.101589591,0.213315961,-1.56069301,-1.478680947,0.867540974,0.623265296
SEZ6L2,3.273439507,1.571522384,-0.645585432,-0.141293572,0.640726344,-0.815206066,0.313074723
KCTD13,0.347625205,0.285798967,0.769511043,0.816484495,-0.667719251,-1.241762969,-1.117841823
STARD10,0.672459341,2.153037525,1.344939907,-0.446650745,0.100499371,-0.121651131,-0.442001054
INO80E,-0.843741756,-0.062807205,0.907144246,-0.645056404,0.684842497,1.747005756,0.202883444
FCHSD2,3.003853311,-2.025784953,-0.770515248,0.953950812,0.05773302,0.266894385,0.314494365
PPP4C,-1.205844855,-0.460280893,1.227563261,0.718540936,1.367612346,-0.396112052,0.315007583
TBX6,-0.593323341,-0.625115183,-0.291702678,0.862684307,2.100506162,-1.336311188,-0.005105696
PLEKHB1,-2.499148817,-0.012186972,-0.366353802,-0.343985884,0.028824999,-0.633022525,0.038787494
GDPD3,1.231934711,0.877557385,-0.559009445,-2.063880615,-0.354153962,0.958911009,0.71212955
RAB6A,-2.19747237,-1.051176439,-0.284000397,0.536171258,-0.170477244,-0.186109041,0.608585182
MRPL48,-1.224942441,1.274198491,0.684946591,0.65059773,0.201281436,-0.722979022,-0.104529976
CORO1A,1.19090917,-0.04174001,-2.298159638,0.383522788,-0.970828225,0.714454666,-0.104619204
SGF29,-2.005823252,0.804051962,-0.224114514,0.349760899,-0.227301611,-0.100933414,0.71505582
NUPR1,1.915635804,1.475534431,-1.004735217,1.090928904,-0.717160265,-0.216790467,1.006654604
PPME1,-0.749060195,-1.763309679,0.211443168,1.145639571,-0.155095118,0.961036351,1.327757611
CLN3,-1.494185608,0.940781308,1.382534169,-0.126464319,-0.818780007,-0.173036931,0.008552091
NFATC2IP,-0.764062517,-0.790181937,1.051691525,-2.265750341,-0.253854826,0.396460557,-0.524889065
LIPT2,-0.000893128,0.402005218,-1.616363054,-0.256991122,-0.925114642,0.350875087,-0.769885174
RABEP2,-1.513206737,1.793222937,-0.579500323,-0.140361755,-0.547777543,-0.721191147,-0.004534567
PGM2L1,-1.947801891,0.107849509,-1.630997273,0.221627362,0.850439238,0.519352973,-0.307966998
ATP2A1,-2.176938039,1.059695193,-0.459388994,-0.616159381,-0.0388828,-0.840867595,0.276920977
CHRDL2,0.145556811,0.839899119,-0.572635125,-0.031776136,-0.837696465,-0.046201594,1.042047827
SH2B1,-2.089463291,-1.531329879,-0.326903767,-0.69663773,-0.016651309,-0.21956999,-0.198177972
SLCO2B1,-0.047967803,0.622679271,0.434008332,-0.941992293,-2.187347406,-0.697822355,0.566031263
MYH14,2.238878056,1.352339018,1.689054882,0.4737692,-0.769936864,0.041901244,-0.484507823
SPNS1,-1.828131048,1.567910115,0.021548839,0.186760049,-0.080860043,-0.843848387,0.433534248
RPS3,-2.386080323,-0.070299883,0.467922176,0.226130119,0.495682271,-0.481112678,-0.048112797
DGAT2,2.361467414,-0.724881695,1.062063698,0.35319774,-1.538712483,-1.195797333,-0.442271126
IL4R,2.369709866,0.532873968,-0.259460575,2.100082002,0.802814309,0.680557762,0.447680667
NSMCE1,-1.105347736,2.079717179,-0.138709041,0.389615611,-0.379785905,0.239978907,-0.316333687
PSMA1,-0.847090953,0.175167261,0.930762725,-1.452359888,-1.527652895,0.11201873,-0.084699574
KDM8,-0.89704588,1.833439832,0.812797297,-0.701709799,1.445977101,-0.392448182,-0.587448082
THAP12,-2.307646861,0.888164522,-0.708633724,-0.049970713,0.243270112,-0.346527239,0.224415115
COPB1,-0.4457852,-2.613286135,0.207343412,0.808505846,0.085726574,1.040011664,0.040362108
ZKSCAN2,0.832467353,-0.567639399,-0.986732866,-2.257564859,0.607617059,-1.578924778,-0.988941059
FAR1,2.178121035,-2.178272846,0.138752478,-0.039372857,0.539654063,1.200561846,0.759114739
ACER3,3.041289787,-0.426500136,1.110904881,0.100054919,0.483063242,0.149161159,0.675710348
MYO7A,2.105789755,0.404489025,-0.616917632,-1.473233116,-0.181018205,0.767527222,-1.088321899
LCMT1,-2.224575296,-0.477804313,0.089793582,-1.370044964,0.184998375,-0.089584119,0.677033067
ARHGAP17,-1.433516491,-2.307364381,-0.766912793,-0.410834273,-0.503359071,-0.136479369,-0.584910402
DISP1,0.336712278,-1.059724997,-1.228481797,-0.21666919,-2.127609335,-0.308598162,0.414330326
PARVA,1.82829986,0.385463873,0.273143009,0.637878133,-2.325850046,-0.427424246,0.632822364
DKK3,-0.027387646,0.255913372,0.629990496,-0.799002921,-1.180500595,-2.489893552,1.216320791
